startDate,endDate,activityType,duration,durationUnit,totalEnergyBurned,totalDistance,HKTimeZone,HKWeatherTemperature,HKAverageMETs,HKWeatherHumidity
2021-12-07 00:32:33 +0000,2021-12-07 01:33:09 +0000,TraditionalStrengthTraining,3635.492605,sec,832.903 kcal,,America/New_York,,11.078,
2021-12-19 18:24:42 +0000,2021-12-19 18:55:43 +0000,TraditionalStrengthTraining,1861.039977,sec,484.223 kcal,,America/New_York,39.2 degF,12.4376,5400
2021-12-20 20:14:44 +0000,2021-12-20 20:51:30 +0000,TraditionalStrengthTraining,2206.565184,sec,474.277 kcal,,America/New_York,37.4 degF,10.0152,3800
2021-12-23 20:18:33 +0000,2021-12-23 21:02:02 +0000,TraditionalStrengthTraining,2609.140888,sec,533.254 kcal,,America/New_York,37.4 degF,9.51445,3800
2022-01-03 21:29:03 +0000,2022-01-03 22:07:11 +0000,TraditionalStrengthTraining,2288.228008,sec,338.094 kcal,,America/New_York,28.4 degF,6.58585,5600
2022-01-04 23:00:19 +0000,2022-01-04 23:07:36 +0000,TraditionalStrengthTraining,436.6179019,sec,66.1996 kcal,,America/New_York,26.6 degF,7.042,6500
2022-01-05 21:36:09 +0000,2022-01-05 21:45:06 +0000,TraditionalStrengthTraining,536.7732999,sec,99.3057 kcal,,America/New_York,42.8 degF,8.98853,8300
2022-01-08 18:18:12 +0000,2022-01-08 19:09:13 +0000,TraditionalStrengthTraining,3060.95878,sec,554.07 kcal,,America/New_York,37.4 degF,8.73107,3400
2022-01-09 21:47:42 +0000,2022-01-09 22:26:17 +0000,TraditionalStrengthTraining,2315.343637,sec,530.34 kcal,,America/New_York,64.4 degF,11.0865,6400
2022-01-11 19:57:33 +0000,2022-01-11 20:54:42 +0000,TraditionalStrengthTraining,3096.965799,sec,586.463 kcal,,America/New_York,41 degF,8.95421,2500
2022-01-12 20:03:50 +0000,2022-01-12 21:09:37 +0000,TraditionalStrengthTraining,3946.342374,sec,801.125 kcal,,America/New_York,53.6 degF,9.83393,2500
2022-01-15 20:24:16 +0000,2022-01-15 20:50:11 +0000,TraditionalStrengthTraining,1554.696509,sec,321.496 kcal,,America/New_York,39.2 degF,9.94385,4900
2022-01-17 16:32:08 +0000,2022-01-17 17:28:16 +0000,TraditionalStrengthTraining,3367.728536,sec,628.678 kcal,,America/New_York,41 degF,8.69603,6200
2022-01-19 20:26:44 +0000,2022-01-19 21:22:27 +0000,TraditionalStrengthTraining,3343.094586,sec,592.399 kcal,,America/New_York,59 degF,8.22447,3100
2022-01-22 21:52:54 +0000,2022-01-22 22:42:34 +0000,TraditionalStrengthTraining,2979.799974,sec,380.797 kcal,,America/New_York,33.8 degF,5.46199,6000
2022-01-25 14:16:42 +0000,2022-01-25 15:15:40 +0000,TraditionalStrengthTraining,3537.873431,sec,681.073 kcal,,America/New_York,42.8 degF,8.99173,6900
2022-01-28 15:02:33 +0000,2022-01-28 15:37:30 +0000,TraditionalStrengthTraining,2097.741936,sec,491.263 kcal,,America/New_York,37.4 degF,11.2851,5900
2022-02-01 14:17:19 +0000,2022-02-01 15:24:41 +0000,TraditionalStrengthTraining,4042.676754,sec,792.534 kcal,,America/New_York,35.6 degF,9.40627,7800
2022-02-02 15:08:21 +0000,2022-02-02 15:53:58 +0000,TraditionalStrengthTraining,2736.477367,sec,644.925 kcal,,America/New_York,44.6 degF,11.2708,6900
2022-02-05 18:10:01 +0000,2022-02-05 19:00:55 +0000,TraditionalStrengthTraining,3053.892441,sec,714.794 kcal,,America/New_York,42.8 degF,11.238,3300
2022-02-09 16:40:47 +0000,2022-02-09 17:44:42 +0000,TraditionalStrengthTraining,3834.860222,sec,808.256 kcal,,America/New_York,53.6 degF,10.0996,4600
2022-02-10 18:41:07 +0000,2022-02-10 19:43:52 +0000,TraditionalStrengthTraining,3764.880293,sec,803.083 kcal,,America/New_York,64.4 degF,10.2983,2400
2022-02-12 20:24:37 +0000,2022-02-12 21:13:23 +0000,TraditionalStrengthTraining,2926.388177,sec,667.13 kcal,,America/New_York,71.6 degF,10.9862,2900
2022-02-15 18:15:10 +0000,2022-02-15 19:22:59 +0000,TraditionalStrengthTraining,4069.345722,sec,699.393 kcal,,America/New_York,46.4 degF,7.95173,3600
2022-02-16 15:40:31 +0000,2022-02-16 16:32:28 +0000,TraditionalStrengthTraining,3116.574016,sec,577.28 kcal,,America/New_York,51.8 degF,8.48848,5200
2022-02-20 20:10:24 +0000,2022-02-20 20:22:16 +0000,TraditionalStrengthTraining,712.2055711,sec,168.015 kcal,,America/New_York,50 degF,11.572,2100
2022-02-21 14:13:44 +0000,2022-02-21 15:00:25 +0000,TraditionalStrengthTraining,2800.946803,sec,428.577 kcal,,America/New_York,46.4 degF,6.73638,6400
2022-02-23 19:43:31 +0000,2022-02-23 20:50:20 +0000,TraditionalStrengthTraining,4009.077306,sec,923.954 kcal,,America/New_York,69.8 degF,11.052,7400
2022-02-26 17:30:21 +0000,2022-02-26 18:34:23 +0000,TraditionalStrengthTraining,3841.231577,sec,866.277 kcal,,America/New_York,44.6 degF,10.7588,5700
2022-03-20 17:52:46 +0000,2022-03-20 19:00:36 +0000,TraditionalStrengthTraining,4069.452863,sec,747.442 kcal,,America/New_York,64.4 degF,8.87408,3200
2022-03-21 12:10:59 +0000,2022-03-21 13:12:10 +0000,TraditionalStrengthTraining,3671.421704,sec,669.775 kcal,,America/New_York,46.4 degF,8.75316,6600
2022-03-23 18:16:28 +0000,2022-03-23 19:24:15 +0000,TraditionalStrengthTraining,4067.394695,sec,840.017 kcal,,America/New_York,66.2 degF,9.99847,8500
2022-03-25 18:23:13 +0000,2022-03-25 19:29:25 +0000,TraditionalStrengthTraining,3971.678474,sec,842.965 kcal,,America/New_York,69.8 degF,10.1656,2500
2022-03-26 18:05:22 +0000,2022-03-26 19:22:17 +0000,TraditionalStrengthTraining,4615.146294,sec,1084.69 kcal,,America/New_York,60.8 degF,11.0929,2700
2022-03-28 18:35:20 +0000,2022-03-28 19:46:15 +0000,TraditionalStrengthTraining,4255.138818,sec,733.951 kcal,,America/New_York,57.2 degF,7.92905,2100
2022-03-30 18:14:21 +0000,2022-03-30 19:24:21 +0000,TraditionalStrengthTraining,4199.662125,sec,1006.88 kcal,,America/New_York,60.8 degF,11.4888,4700
2022-03-31 19:02:16 +0000,2022-03-31 19:25:01 +0000,TraditionalStrengthTraining,1364.597036,sec,326.191 kcal,,America/New_York,68 degF,11.5269,9200
2022-04-01 13:22:21 +0000,2022-04-01 14:28:25 +0000,TraditionalStrengthTraining,3963.892333,sec,814.5 kcal,,America/New_York,60.8 degF,9.82594,4500
2022-04-04 18:36:25 +0000,2022-04-04 19:42:41 +0000,TraditionalStrengthTraining,3975.91922,sec,767.429 kcal,,America/New_York,62.6 degF,9.13578,3200
2022-04-05 17:32:11 +0000,2022-04-05 18:27:47 +0000,TraditionalStrengthTraining,3336.406732,sec,850.109 kcal,,America/New_York,75.2 degF,12.1777,4500
2022-04-06 15:19:41 +0000,2022-04-06 16:10:09 +0000,TraditionalStrengthTraining,3027.716662,sec,626.17 kcal,,America/New_York,71.6 degF,9.90808,5700
2022-04-08 15:09:15 +0000,2022-04-08 15:56:19 +0000,TraditionalStrengthTraining,2824.18795,sec,633.024 kcal,,America/New_York,55.4 degF,10.658,6200
2022-04-09 17:53:14 +0000,2022-04-09 18:50:21 +0000,TraditionalStrengthTraining,3426.729295,sec,724.741 kcal,,America/New_York,55.4 degF,10.1411,3400
2022-04-13 14:11:24 +0000,2022-04-13 15:09:43 +0000,TraditionalStrengthTraining,3498.621107,sec,690.009 kcal,,America/New_York,69.8 degF,9.22894,7000
2022-04-14 16:25:23 +0000,2022-04-14 17:27:18 +0000,TraditionalStrengthTraining,3714.88641,sec,753.007 kcal,,America/New_York,78.8 degF,9.46514,6000
2022-04-19 15:53:44 +0000,2022-04-19 17:08:08 +0000,TraditionalStrengthTraining,4463.909423,sec,958.482 kcal,,America/New_York,53.6 degF,10.2759,3600
2022-04-20 15:28:07 +0000,2022-04-20 16:31:02 +0000,TraditionalStrengthTraining,3774.946395,sec,960.891 kcal,,America/New_York,55.4 degF,12.1936,3600
2022-04-22 16:59:44 +0000,2022-04-22 17:37:18 +0000,TraditionalStrengthTraining,2253.526049,sec,490.968 kcal,,America/New_York,80.6 degF,10.556,4200
2022-04-27 18:06:12 +0000,2022-04-27 18:56:48 +0000,TraditionalStrengthTraining,3036.547534,sec,546.265 kcal,,America/New_York,69.8 degF,8.31218,2500
2022-04-28 15:39:36 +0000,2022-04-28 17:11:18 +0000,TraditionalStrengthTraining,5501.376689,sec,1080.13 kcal,,America/New_York,62.6 degF,8.95141,3600
2022-04-29 18:58:22 +0000,2022-04-29 19:50:31 +0000,TraditionalStrengthTraining,3128.76678,sec,692.05 kcal,,America/New_York,66.2 degF,10.5531,4000
2022-04-30 18:04:48 +0000,2022-04-30 18:40:29 +0000,TraditionalStrengthTraining,2141.655504,sec,428.134 kcal,,America/New_York,71.6 degF,9.25607,5700
2022-05-02 16:19:41 +0000,2022-05-02 17:24:00 +0000,TraditionalStrengthTraining,3858.829224,sec,862.578 kcal,,America/New_York,73.4 degF,10.7249,7200
2022-05-08 21:14:44 +0000,2022-05-08 21:36:31 +0000,TraditionalStrengthTraining,1307.009535,sec,255.198 kcal,,America/New_York,57.2 degF,9.11257,4100
2022-05-09 19:27:39 +0000,2022-05-09 20:24:02 +0000,TraditionalStrengthTraining,3382.958803,sec,746.496 kcal,,America/New_York,66.2 degF,10.0438,2300
2022-05-10 16:38:41 +0000,2022-05-10 16:49:40 +0000,TraditionalStrengthTraining,658.9318069,sec,120.686 kcal,,America/New_York,68 degF,8.5315,2700
2022-05-15 19:10:49 +0000,2022-05-15 20:15:01 +0000,TraditionalStrengthTraining,3851.272409,sec,788.074 kcal,,America/New_York,75.2 degF,9.76349,6400
2022-05-16 16:42:59 +0000,2022-05-16 17:55:18 +0000,TraditionalStrengthTraining,4338.839076,sec,922.473 kcal,,America/New_York,75.2 degF,10.2735,7300
2022-05-17 18:24:40 +0000,2022-05-17 19:36:03 +0000,TraditionalStrengthTraining,4282.211318,sec,731.335 kcal,,America/New_York,78.8 degF,8.03663,2900
2022-05-19 15:57:50 +0000,2022-05-19 16:26:31 +0000,TraditionalStrengthTraining,1721.719833,sec,262.583 kcal,,America/New_York,62.6 degF,7.02313,8400
2022-05-25 17:49:26 +0000,2022-05-25 18:45:08 +0000,TraditionalStrengthTraining,3341.606096,sec,731.69 kcal,,America/New_York,71.6 degF,10.5986,3900
2022-05-27 17:23:01 +0000,2022-05-27 18:13:04 +0000,TraditionalStrengthTraining,3003.388337,sec,592.936 kcal,,America/New_York,75.2 degF,9.5669,8000
2022-05-30 17:33:04 +0000,2022-05-30 18:23:50 +0000,TraditionalStrengthTraining,3045.34063,sec,488.464 kcal,,America/New_York,86 degF,7.27388,4800
2022-05-31 18:55:03 +0000,2022-05-31 19:54:55 +0000,TraditionalStrengthTraining,3591.622461,sec,717.19 kcal,,America/New_York,93.2 degF,9.60077,3300
2022-06-01 19:44:40 +0000,2022-06-01 20:25:54 +0000,TraditionalStrengthTraining,2473.510932,sec,458.193 kcal,,America/New_York,86 degF,8.91334,5500
2022-06-02 16:34:24 +0000,2022-06-02 17:42:53 +0000,TraditionalStrengthTraining,4109.256819,sec,689.328 kcal,,America/New_York,82.4 degF,7.67529,5900
2022-06-04 18:00:25 +0000,2022-06-04 18:50:34 +0000,TraditionalStrengthTraining,3009.288821,sec,548.144 kcal,,America/New_York,82.4 degF,8.61467,2900
2022-06-07 17:16:07 +0000,2022-06-07 17:45:51 +0000,TraditionalStrengthTraining,1784.080361,sec,359.314 kcal,,America/New_York,84.2 degF,9.81614,4500
2022-06-08 17:27:15 +0000,2022-06-08 18:27:30 +0000,TraditionalStrengthTraining,3615.204392,sec,669.411 kcal,,America/New_York,86 degF,8.71789,5900
2022-06-11 18:41:22 +0000,2022-06-11 19:41:51 +0000,TraditionalStrengthTraining,3629.591813,sec,784.585 kcal,,America/New_York,69.8 degF,10.3442,6500
2022-06-12 16:50:17 +0000,2022-06-12 17:37:50 +0000,TraditionalStrengthTraining,2852.531186,sec,584.418 kcal,,America/New_York,71.6 degF,10.0153,8400
2022-06-14 17:17:26 +0000,2022-06-14 18:16:12 +0000,TraditionalStrengthTraining,3525.771583,sec,678.524 kcal,,America/New_York,73.4 degF,9.38145,5800
2022-06-15 18:02:33 +0000,2022-06-15 19:02:45 +0000,TraditionalStrengthTraining,3612.139221,sec,703.158 kcal,,America/New_York,86 degF,9.36112,4100
2022-06-16 17:57:10 +0000,2022-06-16 18:57:30 +0000,TraditionalStrengthTraining,3619.19876,sec,767.854 kcal,,America/New_York,75.2 degF,10.1218,6700
2022-06-23 19:07:01 +0000,2022-06-23 20:03:54 +0000,TraditionalStrengthTraining,3413.047081,sec,648.538 kcal,,America/New_York,69.8 degF,9.06773,7700
2022-06-24 17:42:07 +0000,2022-06-24 18:32:25 +0000,TraditionalStrengthTraining,3017.922119,sec,647.846 kcal,,America/New_York,80.6 degF,10.4619,5600
2022-06-27 15:49:34 +0000,2022-06-27 16:53:37 +0000,TraditionalStrengthTraining,3842.568944,sec,770.964 kcal,,America/New_York,78.8 degF,9.71811,7200
2022-06-30 15:27:41 +0000,2022-06-30 16:30:00 +0000,TraditionalStrengthTraining,3739.151263,sec,675.213 kcal,,America/New_York,84.2 degF,8.3201,4200
2022-07-08 18:31:07 +0000,2022-07-08 19:36:27 +0000,TraditionalStrengthTraining,3919.976341,sec,676.088 kcal,,America/New_York,84.2 degF,7.89962,5900
2022-07-09 15:43:33 +0000,2022-07-09 16:37:42 +0000,TraditionalStrengthTraining,3248.926996,sec,609.113 kcal,,America/New_York,73.4 degF,8.65272,7900
2022-07-11 21:24:30 +0000,2022-07-11 22:08:42 +0000,TraditionalStrengthTraining,2652.582861,sec,589.784 kcal,,America/New_York,84.2 degF,10.6175,3700
2022-07-13 15:41:37 +0000,2022-07-13 16:53:15 +0000,TraditionalStrengthTraining,4298.004135,sec,819.524 kcal,,America/New_York,87.8 degF,8.93292,4700
2022-07-15 14:28:19 +0000,2022-07-15 15:31:03 +0000,TraditionalStrengthTraining,3763.600271,sec,677.986 kcal,,America/New_York,80.6 degF,8.1221,4900
2022-07-18 15:59:31 +0000,2022-07-18 17:03:00 +0000,TraditionalStrengthTraining,3808.924215,sec,802.307 kcal,,America/New_York,87.8 degF,9.93328,6700
2022-07-24 16:52:30 +0000,2022-07-24 17:54:32 +0000,TraditionalStrengthTraining,3722.47153,sec,776.09 kcal,,America/New_York,93.2 degF,10.0157,3400
2022-07-26 18:52:54 +0000,2022-07-26 19:57:31 +0000,TraditionalStrengthTraining,3877.355929,sec,875.384 kcal,,America/New_York,75.2 degF,10.8076,6300
2022-07-27 17:12:32 +0000,2022-07-27 18:25:53 +0000,TraditionalStrengthTraining,4400.661499,sec,913.748 kcal,,America/New_York,84.2 degF,9.93869,5200
2022-07-28 15:22:18 +0000,2022-07-28 16:08:02 +0000,TraditionalStrengthTraining,2744.569682,sec,537.395 kcal,,America/New_York,87.8 degF,9.45605,6000
2022-07-28 16:59:25 +0000,2022-07-28 20:01:25 +0000,TraditionalStrengthTraining,10919.70382,sec,1866.69 kcal,,America/New_York,87.8 degF,8.13974,5800
2022-07-29 12:15:56 +0000,2022-07-29 13:11:35 +0000,TraditionalStrengthTraining,3339.577205,sec,304.463 kcal,,America/New_York,73.4 degF,3.40753,8700
2022-07-29 13:15:29 +0000,2022-07-29 16:10:20 +0000,TraditionalStrengthTraining,10490.09604,sec,999.916 kcal,,America/New_York,75.2 degF,3.72648,8300
2022-08-01 13:54:40 +0000,2022-08-01 14:48:19 +0000,TraditionalStrengthTraining,3218.576954,sec,497.102 kcal,,America/New_York,69.8 degF,6.97251,9100
2022-08-03 18:13:19 +0000,2022-08-03 19:13:24 +0000,TraditionalStrengthTraining,3605.278657,sec,745.67 kcal,,America/New_York,87.8 degF,9.85242,4300
2022-08-05 17:44:30 +0000,2022-08-05 18:42:49 +0000,TraditionalStrengthTraining,3499.668985,sec,677.74 kcal,,America/New_York,86 degF,9.29941,6200
2022-08-06 17:46:49 +0000,2022-08-06 18:37:35 +0000,TraditionalStrengthTraining,3045.869106,sec,532.116 kcal,,America/New_York,86 degF,8.03834,6200
2022-08-08 20:20:33 +0000,2022-08-08 21:31:14 +0000,TraditionalStrengthTraining,4240.261645,sec,909.546 kcal,,America/New_York,93.2 degF,10.2582,5000
2022-08-09 15:50:07 +0000,2022-08-09 16:51:27 +0000,TraditionalStrengthTraining,3680.092252,sec,616.193 kcal,,America/New_York,91.4 degF,7.64482,5500
2022-08-10 16:26:48 +0000,2022-08-10 17:26:15 +0000,TraditionalStrengthTraining,3566.507101,sec,710.591 kcal,,America/New_York,89.6 degF,9.41929,5200
2022-08-15 19:02:47 +0000,2022-08-15 20:03:38 +0000,TraditionalStrengthTraining,3650.639005,sec,760.341 kcal,,America/New_York,75.2 degF,9.98261,7800
2022-08-17 21:16:36 +0000,2022-08-17 22:13:40 +0000,TraditionalStrengthTraining,3423.646558,sec,577.48 kcal,,America/New_York,82.4 degF,7.782,4600
2022-08-18 13:57:42 +0000,2022-08-18 14:58:43 +0000,TraditionalStrengthTraining,3661.342669,sec,809.484 kcal,,America/New_York,75.2 degF,10.6314,6600
2022-08-23 14:19:28 +0000,2022-08-23 15:28:20 +0000,TraditionalStrengthTraining,3806.570064,sec,858.385 kcal,,America/New_York,80.6 degF,9.98293,6300
2022-08-25 14:35:23 +0000,2022-08-25 15:22:33 +0000,TraditionalStrengthTraining,2829.846797,sec,506.333 kcal,,America/New_York,84.2 degF,8.40417,6100
2022-08-30 00:04:01 +0000,2022-08-30 00:57:39 +0000,TraditionalStrengthTraining,3218.080203,sec,717.155 kcal,,America/New_York,82.4 degF,10.6774,6900
2022-08-30 14:29:23 +0000,2022-08-30 15:46:19 +0000,TraditionalStrengthTraining,4616.931038,sec,940.035 kcal,,America/New_York,80.6 degF,9.68455,7000
2022-09-01 14:31:43 +0000,2022-09-01 15:40:04 +0000,TraditionalStrengthTraining,4100.699003,sec,735.098 kcal,,America/New_York,78.8 degF,8.38376,5200
2022-09-05 17:07:25 +0000,2022-09-05 18:00:10 +0000,TraditionalStrengthTraining,3165.490971,sec,602.457 kcal,,America/New_York,84.2 degF,9.07518,5800
2022-09-06 14:37:26 +0000,2022-09-06 15:22:58 +0000,TraditionalStrengthTraining,2731.364572,sec,459.468 kcal,,America/New_York,80.6 degF,7.59479,8400
2022-09-09 16:53:33 +0000,2022-09-09 17:53:39 +0000,TraditionalStrengthTraining,3605.727833,sec,780.377 kcal,,America/New_York,78.8 degF,10.3003,5500
2022-09-11 16:30:06 +0000,2022-09-11 16:50:10 +0000,TraditionalStrengthTraining,1203.40806,sec,165.654 kcal,,America/New_York,80.6 degF,6.13911,8200
2022-09-12 22:17:24 +0000,2022-09-12 22:45:05 +0000,TraditionalStrengthTraining,1661.703741,sec,290.255 kcal,,America/New_York,84.2 degF,8.03385,6400
2022-09-13 15:14:21 +0000,2022-09-13 16:12:35 +0000,TraditionalStrengthTraining,3494.018223,sec,502.169 kcal,,America/New_York,75.2 degF,6.3745,4800
2022-09-16 00:21:08 +0000,2022-09-16 00:51:55 +0000,TraditionalStrengthTraining,1847.159614,sec,362.012 kcal,,America/New_York,73.4 degF,9.05989,6700
2022-09-18 17:44:32 +0000,2022-09-18 18:37:11 +0000,TraditionalStrengthTraining,3159.066464,sec,550.45 kcal,,America/New_York,82.814 degF,8.15196,5600
2022-09-20 13:47:51 +0000,2022-09-20 14:54:37 +0000,TraditionalStrengthTraining,4005.801123,sec,774.97 kcal,,America/New_York,76.028 degF,9.14501,7400
2022-09-25 18:07:19 +0000,2022-09-25 19:09:30 +0000,TraditionalStrengthTraining,3731.857005,sec,741.532 kcal,,America/New_York,82.4 degF,9.36951,4700
2022-09-26 14:26:47 +0000,2022-09-26 15:10:12 +0000,TraditionalStrengthTraining,2605.520483,sec,501.668 kcal,,America/New_York,70.664 degF,8.97495,6700
2022-09-27 14:33:05 +0000,2022-09-27 15:31:57 +0000,TraditionalStrengthTraining,3531.486619,sec,774.32 kcal,,America/New_York,67.64 degF,10.6149,5000
2022-09-29 14:39:56 +0000,2022-09-29 15:34:37 +0000,TraditionalStrengthTraining,3280.876411,sec,736.658 kcal,,America/New_York,61.16 degF,10.8351,7000
2022-09-30 17:41:59 +0000,2022-09-30 18:50:37 +0000,TraditionalStrengthTraining,4118.617453,sec,745.212 kcal,,America/New_York,59.108 degF,8.58992,9300
2022-10-01 17:06:04 +0000,2022-10-01 18:01:06 +0000,TraditionalStrengthTraining,3302.328731,sec,672.079 kcal,,America/New_York,63.482 degF,9.72796,8300
2022-10-02 15:57:39 +0000,2022-10-02 17:04:54 +0000,TraditionalStrengthTraining,4035.759035,sec,858.83 kcal,,America/New_York,62.366 degF,10.2944,8100
2022-10-04 14:45:56 +0000,2022-10-04 16:01:43 +0000,TraditionalStrengthTraining,4546.828176,sec,941.629 kcal,,America/New_York,57.2 degF,10.0162,6300
2022-10-08 14:29:00 +0000,2022-10-08 15:55:08 +0000,TraditionalStrengthTraining,5167.56953,sec,1101.23 kcal,,America/New_York,,10.091,
2022-10-09 16:41:36 +0000,2022-10-09 17:32:34 +0000,TraditionalStrengthTraining,3058.331056,sec,645.827 kcal,,America/New_York,63.788 degF,10.1274,5200
2022-10-10 15:48:29 +0000,2022-10-10 16:44:04 +0000,TraditionalStrengthTraining,3335.508512,sec,702.511 kcal,,America/New_York,64.544 degF,10.0298,6500
2022-10-13 14:34:34 +0000,2022-10-13 15:42:38 +0000,TraditionalStrengthTraining,4084.371326,sec,657.058 kcal,,America/New_York,68.054 degF,7.2334,9300
2022-10-14 16:40:59 +0000,2022-10-14 17:51:03 +0000,TraditionalStrengthTraining,4204.298951,sec,890.357 kcal,,America/New_York,67.64 degF,10.2631,5900
2022-10-15 17:27:20 +0000,2022-10-15 18:28:07 +0000,TraditionalStrengthTraining,3646.725816,sec,713.949 kcal,,America/New_York,73.796 degF,9.19529,4500
2022-10-18 14:41:03 +0000,2022-10-18 15:59:40 +0000,TraditionalStrengthTraining,4717.025585,sec,703.316 kcal,,America/New_York,48.614 degF,6.78452,5300
2022-10-19 19:05:28 +0000,2022-10-19 19:52:42 +0000,TraditionalStrengthTraining,2833.862924,sec,582.283 kcal,,America/New_York,57.11 degF,9.71918,4600
2022-10-20 14:37:53 +0000,2022-10-20 15:41:26 +0000,TraditionalStrengthTraining,3812.906958,sec,696.709 kcal,,America/New_York,51.44 degF,8.58098,6300
2022-10-22 18:57:14 +0000,2022-10-22 19:58:09 +0000,TraditionalStrengthTraining,3655.830942,sec,670.673 kcal,,America/New_York,71.888 degF,8.65307,4600
2022-10-24 23:58:14 +0000,2022-10-25 01:03:24 +0000,TraditionalStrengthTraining,3910.06968,sec,776.556 kcal,,America/New_York,62.708 degF,9.17477,7300
2022-10-25 14:43:12 +0000,2022-10-25 15:54:49 +0000,TraditionalStrengthTraining,4296.377164,sec,666.617 kcal,,America/New_York,60.134 degF,6.97318,8600
2022-11-01 14:42:24 +0000,2022-11-01 16:45:11 +0000,TraditionalStrengthTraining,7366.797287,sec,1410.84 kcal,,America/New_York,65.066 degF,9.11417,8600
2022-11-04 16:18:53 +0000,2022-11-04 17:33:28 +0000,TraditionalStrengthTraining,4475.840751,sec,719.87 kcal,,America/New_York,74.444 degF,7.32312,7500
2022-11-05 17:50:44 +0000,2022-11-05 18:31:12 +0000,TraditionalStrengthTraining,2427.843216,sec,381.698 kcal,,America/New_York,78.872 degF,6.9234,6000
2022-11-06 17:58:12 +0000,2022-11-06 19:08:43 +0000,TraditionalStrengthTraining,4230.478484,sec,862.438 kcal,,America/New_York,79.898 degF,9.65101,6200
2022-11-08 01:42:22 +0000,2022-11-08 02:48:46 +0000,TraditionalStrengthTraining,3984.272595,sec,849.668 kcal,,America/New_York,70.286 degF,10.1773,8000
2022-11-08 15:36:35 +0000,2022-11-08 16:17:22 +0000,TraditionalStrengthTraining,2447.035607,sec,410.648 kcal,,America/New_York,60.422 degF,7.50424,4100
2022-11-10 16:17:51 +0000,2022-11-10 17:29:59 +0000,TraditionalStrengthTraining,4327.932019,sec,1043.23 kcal,,America/New_York,66.884 degF,11.5814,7300
2022-11-13 18:01:05 +0000,2022-11-13 19:03:53 +0000,TraditionalStrengthTraining,3768.275358,sec,671.254 kcal,,America/New_York,54.482 degF,8.45104,4500
2022-11-15 02:10:32 +0000,2022-11-15 03:04:52 +0000,TraditionalStrengthTraining,3260.630281,sec,636.629 kcal,,America/New_York,39.002 degF,9.2626,7400
2022-11-15 15:44:39 +0000,2022-11-15 17:28:09 +0000,TraditionalStrengthTraining,5823.294021,sec,956.935 kcal,,America/New_York,47.426 degF,7.50746,7700
2022-11-18 18:38:07 +0000,2022-11-18 19:43:43 +0000,TraditionalStrengthTraining,3936.362044,sec,864.413 kcal,,America/New_York,,10.5269,
2022-11-19 21:46:44 +0000,2022-11-19 22:46:01 +0000,TraditionalStrengthTraining,3556.870238,sec,676.389 kcal,,America/New_York,50.198 degF,9.11212,5600
2022-11-20 23:40:56 +0000,2022-11-20 23:59:48 +0000,TraditionalStrengthTraining,1131.502876,sec,207.138 kcal,,America/New_York,38.048 degF,8.44297,5000
2022-11-26 18:26:27 +0000,2022-11-26 19:50:21 +0000,TraditionalStrengthTraining,5034.118887,sec,1064.17 kcal,,America/New_York,60.998 degF,10.1275,4500
2022-11-27 21:38:39 +0000,2022-11-27 22:58:34 +0000,TraditionalStrengthTraining,4795.679923,sec,1010.13 kcal,,America/New_York,69.08 degF,9.94769,8300
2022-11-28 20:07:26 +0000,2022-11-28 21:15:29 +0000,TraditionalStrengthTraining,4082.688583,sec,801.64 kcal,,America/New_York,63.176 degF,9.24225,5400
2022-11-29 15:43:43 +0000,2022-11-29 17:21:31 +0000,TraditionalStrengthTraining,5868.607847,sec,689.227 kcal,,America/New_York,52.754 degF,4.86216,6800
2022-12-01 16:28:02 +0000,2022-12-01 17:20:00 +0000,TraditionalStrengthTraining,3117.162701,sec,552.62 kcal,,America/New_York,46.526 degF,8.32605,4300
2022-12-02 18:53:00 +0000,2022-12-02 20:14:34 +0000,TraditionalStrengthTraining,4893.673826,sec,1064.26 kcal,,America/New_York,55.76 degF,10.517,4500
2022-12-06 19:58:43 +0000,2022-12-06 21:03:17 +0000,TraditionalStrengthTraining,3874.493951,sec,795.14 kcal,,America/New_York,60.638 degF,9.79927,7800
2022-12-08 18:14:53 +0000,2022-12-08 19:25:09 +0000,TraditionalStrengthTraining,4216.198381,sec,899.477 kcal,,America/New_York,63.896 degF,10.1861,7300
2022-12-11 21:58:34 +0000,2022-12-11 23:08:38 +0000,TraditionalStrengthTraining,4204.185085,sec,879.874 kcal,,America/New_York,51.674 degF,10.0394,6900
2022-12-13 16:31:00 +0000,2022-12-13 17:35:44 +0000,TraditionalStrengthTraining,3883.531855,sec,871.92 kcal,,America/New_York,43.628 degF,10.7741,5600
2022-12-15 23:50:38 +0000,2022-12-16 00:51:12 +0000,TraditionalStrengthTraining,3634.620966,sec,833.707 kcal,,America/New_York,40.118 degF,10.9327,10000
2022-12-21 18:44:50 +0000,2022-12-21 19:45:35 +0000,TraditionalStrengthTraining,3645.149027,sec,784.755 kcal,,America/New_York,47.768 degF,10.2783,7800
2023-01-06 17:20:08 +0000,2023-01-06 18:29:10 +0000,TraditionalStrengthTraining,4141.308501,sec,866.106 kcal,,America/New_York,53.942 degF,9.97757,4500
2023-01-07 17:38:35 +0000,2023-01-07 18:55:36 +0000,TraditionalStrengthTraining,4621.004309,sec,1037.36 kcal,,America/New_York,48.2 degF,10.7948,5700
